codigo da uf;nome da uf;codigo da agencia;nome da agencia;codigo do municipio;nome do municipio;cnpj;razao social;bairro;Ano do RelatÛrio
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05490006.0001-08;BMF ENGENHARIA LTDA;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03814034.0001-08;BOA NOVA ENGENHARIA LTDA;CANDEAL;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07547021.0001-70;BOS CONSTRUCOES LTDA ME;CAIXA D AGUA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03812505.0001-49;BRF EMPREENDIMENTOS IMOBILIARIOS;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;96745948.0001-45;BRINSTAL INSTALA ≤ öES E MONTAGEM;CAMPINAS DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09028778.0001-83;BRISAS DO IPIRANGA EMPREENDIMENTOS;IPITANGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05347137.0001-30;BSC TRANSPORTES E COMERCIO LTDA;PIRAJA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;14443519.0001-59;Construtora Pablo Ltda;CHAME-CHAME;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;42370957.0001-70;CAABA ENGENHARIA LTDA;SAN MARTIN;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08902119.0001-61;CAIO JORGE DE ALMEIDA CASTRO;RIBEIRA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;02389900.0001-06;CALIL COMERCIO E SERVICOS DE EQUIP .;PAU DA LIMA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;32643090.0001-25;CAMPBEL CONSTRU ≤ öES E TERRAPLANAGEM;PIRAJA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11382921.0001-82;CARDEAL CONSTRUCOES E SERVICOS;ACUPE DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13175166.0001-90;CARLITO COSTA CONSTRUCOES;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06154396.0001-08;CAROCO REAL CONSTRU ≤ öES LTDA;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09160681.0001-20;CASTELLI ENGENHARIA LTDA-EPP;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;16144735.0001-29;CATABAS EMPREENDIMENTOS IMOBILI;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01379851.0001-50;CBV CONSTRUTORA LTDA;CHAME CHAME;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03366881.0001-57;CCP CONSTRU ≤ öES E LOCA ≤ öES DE;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09181226.0001-00;CELI - GMEC RESERVA ARBORETTO LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09177914.0001-05;CELI-GMEC PREMIER TOWER LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11859545.0001-74;CELMEG CONSTRU ≤ OES LTDA;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;63224695.0001-05;CEZAMAR CONSTRU ≤ öES E;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09144162.0001-78;CGE CONSTRU ≤ OES LTDA;AMARALINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09384427.0002-96;CHIACHIARETTA EMPREED IMOB SPE LTDA;DISTRITO DE ABRANTE;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;33851312.0001-68;CHROMA CONSTRU ≤ öES LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00899991.0001-96;CHROMA EMPREENDIMENTOS E PARTICIPA ≤;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07891581.0001-48;CHROMA GESTAO E NEGOCIOS;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13529136.0001-35;CIA DE ENGENHARIA AMBIENTAL DA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07656508.0001-91;CICAMF CONSTRUTORA E INCORPORADORA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;96697552.0001-70;CICLO INSTALA ≤ öES E MONTAGENS LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;02966986.0001-84;CITELUZ SERVI ≤ OS DE ILUMINA ≤ ¥ O;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10319601.0001-15;CITTA ITAPUA EMPREENDIMENTOS IMOB;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08701363.0001-66;CITTA VILLE SPE EMPREENDIMENTOS;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05681664.0001-87;CJ CONSTRUTORA E INCORPORADORA LTDA;BARRA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01456538.0001-78;CKM CONSTRU ≤ öES E MONTAGENS LTDA;JARDIM CRUZEIRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07905495.0001-47;CLEIDE SOARES BOAVENTURA - ME;PAU DA LIMA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;34392951.0001-75;CLM ENGENHARIA LTDA;IAPIA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;40485484.0001-20;CM MACHADO ENGENHARIA LTDA;GRACA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13537311.0001-36;CONCISA CONSTRU ≤ ¥ O CIVIL E;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07837579.0001-90;CONCRETA INCORPORA ≤ ¥ O E CONSTRU ≤ ¥ O;PARALELA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;15231897.0001-31;CONCRETA TECNOLOGIA EM ENGENHARIA;PARALELA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;16362386.0001-11;CONIMPER ENGENHARIA E;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01310842.0001-02;CONIPE CONST E INCORPORADORA DE;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06266947.0001-25;CONSIL EMPREENDIMENTOS LTDA;ONDINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11065826.0001-55;CONSTRUACO CONSTRUCOES LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11297489.0001-21;CONSTRUMIRANDA SERVICOS DE;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13761953.0001-14;CONSTRUTORA CAM FERREIRA LTDA ME;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;14752034.0001-47;CONSTRUTORA CEARA MENDES LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08625236.0001-25;CONSTRUTORA CONSTREF LTDA;RIBEIRA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04293069.0001-01;CONSTRUTORA CRISTAL LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;14820708.0001-01;CONSTRUTORA E INCORPORADORA ANP;CHAME CHAME;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04762908.0001-93;CONSTRUTORA E INCORPORADORA ESPA ≤ O;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00207218.0001-11;CONSTRUTORA ELOS ENGENHARIA LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04954329.0001-42;CONSTRUTORA FRANCO ARAUJO LTDA;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03082993.0001-86;CONSTRUTORA GATTO CONSTRU ≤ öES E;BARRA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07612487.0001-02;CONSTRUTORA GIL FERREIRA LTDA;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;15122187.0001-73;CONSTRUTORA J VICENTE LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00408291.0001-51;CONSTRUTORA KAZZA LTDA;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;14681142.0001-76;CONSTRUTORA LA MACCHIA LTDA;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;96803747.0001-57;CONSTRUTORA LINK LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;02962945.0001-10;CONSTRUTORA LUCAIA LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13623962.0001-49;CONSTRUTORA MAURICIO CAVALCANTI;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;16493405.0001-49;CONSTRUTORA MESTRE SILVA LTDA;ENG VELHO DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;34243931.0001-32;CONSTRUTORA MODULO;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05232338.0001-92;CONSTRUTORA MONTE CRISTO LTDA;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;40622110.0001-00;CONSTRUTORA N&H LTDA;VALERIA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;74190620.0001-77;CONSTRUTORA NM LTDA;CAB SUSSUARANA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07435665.0001-77;CONSTRUTORA PORTO FINO LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13027628.0001-22;CONSTRUTORA SEGURA LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11929342.0001-07;CONSTRUTORA SSA LTDA;DOIS DE JULHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07392618.0001-93;CONSTRUTORA TERRA SANTA LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;33917964.0001-58;CONSTRUTORA TOTAL LTDA;ONDINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04452328.0001-08;CONSTRUTORA VERTI LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00991667.0001-01;CONSTRUTORA VOLQUE LTDA;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06941771.0001-60;CONSTRUTORA WJM;DORON;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03522765.0001-80;CONSTRUTOTA LAM LTDA;PQ . BELA VISTA DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04805128.0001-83;CONSULTIVO TELECOMUNICA ≤ ¥ O LTDA;ITAIGARA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;33870262.0001-66;CONSUTE CONSTRU ≤ öES LTDA EPP;PARALELA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07324514.0001-41;CONTRUTORA BSM LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01210801.0001-44;COSBAT EMPREENDIMENTOS IMOBILIARIOS;ONDINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10176673.0001-50;COSTA ANDRADE EBISA INC 2 SPE LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10320310.0001-47;COSTA ANDRADE EBISA INC 3 SPE LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11487815.0001-63;COSTA ANDRADE EBISA INCORPORADORA 6;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09000912.0001-38;COSTA ANDRADE NCN BARCINO ESTEVE D;ALPHA VILLE;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05802267.0001-16;COSTA CAVALCANTE CONSTRUCOES E;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;16273641.0001-50;CPL CONSTRUTORA LTDA;ONDINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10658002.0001-26;CPU - PROJETOS CONSTRU ≤ öES E;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;02674144.0001-59;CP2 CONSTRUCOES INCORPORACOES E;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09427058.0001-90;CP4 FUNDACOES ESPECIAIS E SONDAGENS;SUSSUARANA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01050031.0001-10;CRIAR CONSTRU ≤ ¥ O E ENGENHARIA LTDA;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04281054.0001-23;CRISTAL PLUS COMERCIO E SERVI ≤ OS;PIRAJA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07849802.0001-10;CRL ENGENHARIA LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01027728.0001-70;CSG ENGENHARIA LTDA;CAMINHO DAS RVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13527858.0001-50;CST EXPANS ¥ O URBANA LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13597901.0001-54;CTE CONSTRUTORA TERRANAS E ESTUDOS;BARBALHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05920122.0001-10;CTM CONSTRUTORA LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09384440.0002-45;CYRELA CHINA EMPREEND IMOB LTDA;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11080719.0001-04;D A GOMES CONSTRUCOES LTDA ME;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13640766.0001-82;DANIEL ALVES DOS SANTOS CONSTRUCOES;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08771753.0001-02;DANIEL SANTOS COSTA;FEDERACAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;96750005.0001-00;DBA ENGENHARIA E MANUTEN ≤ ¥ O LTDA;BAIXA DO FISCAL;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03039103.0001-53;DEC ENGENHARIA LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00336564.0001-08;DEIL CONSTRUTORA LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13927629.0001-23;DEIL DILSON EMPREENDIMENTOS;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07225466.0001-34;DIAGONAL CONSTRUTORA LTDA;STIEP;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07338798.0001-25;DIAS CONSTRU ≤ öES LTDA;PARALELA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04982324.0001-23;DIMONACO CONSTRU ≤ öES LTDA - EPP;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;33891086.0001-49;DISQUEPINTE SERVI ≤ OS E PINTURAS;FEDERA ≤ ¥ O;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;73473837.0001-21;DIVIFORRO DIVIS õ RIA E FORRO LTDA;CABULA VI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05504140.0001-10;DPE ENGENHARIA E MANUTEN ≤ ¥ O LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04622670.0001-09;DR ENGENHARIA LTDA;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08214950.0001-20;DR3 CONSTRUTORA E INCORPORADORA;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06216612.0001-00;DUOMO CONTRUCOES E CONSULTORIA EM;ITAPUA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00937811.0001-13;DVL FUNDA ≤ öES LTDA EPP;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13704622.0001-42;E B ENGENHARIA E EQUIPAMENTOS LTDA;CABULA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;15137680.0001-67;EBISA ENGENHARIA BRASILEIRA IND ñ;CAMPINAS DE PIRAJA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01245312.0001-28;EBPC EMPRESA BAHIANA DE PINTURAS E;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13286323.0001-35;ECMAN ENGENHARIA S / A;PORTOSECO PIRAJA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09652995.0001-40;ECO GB INCORPORA ≤ öES LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10490906.0001-95;ECOLURB ENGENHARIA CONSERVA ≤ ¥ O E;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13831397.0001-05;ECOMUNDO SPE INFINITY LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10927607.0001-75;EDINAL INSTALACOES LTDA;ITAPUAN;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07809799.0001-00;EDM ENGENHARIA;CAJAZEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09443925.0001-81;EDSON CERQUEIRA BITENCOURT;SAO CRISTOVAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;14371488.0001-78;EDUARDO COBAS EMPREENDIMENTOS LTDA;PITUACU;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09508506.0001-80;EDVALDO ARAGAO SANTOS ME;JARDIM CAZAJEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03574980.0001-24;EGMA CONSTRU ≤ öES LTDA;ONDINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;14796767.0001-83;ELETROHIDRO ENGENHARIA LTDA;ACUPE DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;15206279.0001-31;ELTEC CONSTRUTORA LTDA .;SETE PORTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13958897.0001-02;EMBRATEC EMPRESA BRASILEIRA DE;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;12101185.0001-00;EMCORPLAM CONSTRUCOES PREST DE;CAJAZEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;15101157.0001-80;EMPATE - EMPRESA DE PAVIMENTA ≤ ¥ O E;BARRA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13261840.0001-50;EMPREEND PARQUE SAO VICENTE SPE;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09105655.0001-07;EMPREENDIMENTO ALFA LTDA;CAM DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13954417.0001-35;EMPREND EMPREENDIMENTOS E CONSTRU ≤;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04593605.0001-94;EMPRENGE CONSTRUTORA LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03348291.0001-00;ENG CONSTRU ≤ öES E INCORPORA ≤ öES;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13962923.0001-76;ENGEC ENGENHARIA E COMØRCIO LTDA;ACUPE DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;33796822.0001-80;ENGEMISA ENGENHARIA KTDA;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08821091.0001-38;ENGENHARIA E CONSULTORIA ARGOLLO;VALØRIA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04935644.0001-22;ENGENOR ENGENHARIA DO NORDESTE LTDA;BARRIS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00647217.0001-98;ENGPISO ENGENHARIA COMERCIO DE PISO;SUSSUARANA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;41984444.0001-96;EPS COMERCIO IMPORTACAO EXPORTACAOE;LIBERDADE;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03000365.0001-04;ESCAVO LOCACAO DE EQUIPAMENTOS E;AGUAS CLARAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10254770.0001-14;ET TOURINHO CONSTRUCOES E;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03599608.0001-72;EUROATLANTICA BRASIL LTDA;STIEP;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13090097.0001-12;EVEREST CONSTRUMAR LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07549412.0001-24;EVERETT TERRAPLENAGEM E DEMOLI ≤ ¥ O;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11890072.0001-78;EVERTON MOREIRA DA SILVA E SILVA ME;FEDERACAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04551714.0001-49;EXPEL ELEVADORES LTDA;DIQUE DO TORORO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13601806.0001-87;EXPLORE PRESTACAO DE SERV DE GESSO;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08938952.0001-62;E3MASTER CONSTRUT E INCORPORAD LTDA;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;16277956.0001-75;FACTOR CONSTRU ≤ öES E INCORPORA ≤ öES;GARCIA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;14544175.0001-74;FENGEC FUNDA ≤ öES , ENGENHARIA E;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;32676454.0001-73;FENIX PARTICIPACOES E CONTRUCOES;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11117446.0001-17;FERA ≤ O CONSTRU ≤ öES LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00341310.0001-70;FERREIRA FERRAZ INCORPORA ≤ öES LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10688815.0001-69;FERREIRA FUNDACOES;CABULA VI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13576863.0001-53;FERSAN CONSTRU ≤ öES E INCORPORA ≤ öES;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06101577.0001-76;FINGERGUT EMPREENDIMENTOS LTDA;VITORIA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11943181.0001-06;FLESH SERVICO DE PINTURA E REFORMA;PARQ BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;40512931.0001-93;FM CONSTRUTORA LTDA;ITAIGARA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09096764.0001-05;FONDONT SERVICOS DE ODONTOLOGIA;ITAPUA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05748639.0001-73;FORMAPRONTA ESTRUTURAS E ENGENHARIA;COMØRCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03134645.0001-05;FORTALEZA PATRIMONIAL LTDA;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13247149.0001-11;FPE CONSTRUCOES LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09517681.0001-34;FRANISA EMPREENDIMENTOS;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13582762.0001-95;FRIGERAL CLIMATIZA ≤ ¥ O LTDA;BARBALHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08252193.0001-80;FUNDATECH;BOCA DO RIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06352580.0001-62;G&E EMPREENDIMENTOS IMOBILIARIOS;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;16308421.0001-14;GAIA ENGENHARIA LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09411805.0001-00;GALVAO IMPERMEABILIZACAO E REFORMAS;BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09002321.0001-08;GAMA INVESTIMENTOS IMOBILIARIOS;ONDINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04273430.0001-38;GAS NATURAL CONSULT PROJETO;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;33352535.0001-80;GCACP S / A;AMARALINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;34152199.0001-95;GDK S . A .;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07522710.0001-20;GEOFORTE FUNDA ≤ öES ENGENHARIA LTDA;CAMINHO DAS RVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01082695.0001-60;GEOIMPER GEOTECNIA E IMPERMEABILIZA;URUGUAI;2011
